站点,Lon,Lat,Alti,PRS,TEM,RHU,PRE_1h,D_Avg_2,Avg_2,VIS,PRS_Sea
54434, 118.33,  40.17,  131.60,  990.00,    23.80,     81.00,        0.00,    343.00,    1.50,  14000.00,    1005.30
57033, 108.82,  34.55,  428.10,  958.60,    22.90,     82.00,        0.00,     98.00,    1.30,   9100.00,    1007.30
59087, 113.52,  23.88,   97.20,  995.10,    29.30,     88.00,        0.00,    299.00,    1.30,  12400.00,    1006.10
58117, 116.20,  33.05,   27.90, 1003.60,    23.20,     94.00,        0.00,     60.00,    0.80,   4200.00,    1007.00
58128, 117.35,  33.33,   21.00, 1004.40,    23.20,     90.00,        0.00, 999999.00,    0.20,   5800.00,    1007.00
58625, 117.60,  28.42,   79.00,  995.80,    29.20,     80.00,        0.00,    119.00,    2.50,  10100.00,    1004.80
54927, 117.20,  35.10,   74.90,  998.10,    24.60,     85.00,        0.00,    139.00,    0.50,   1900.00,    1006.80
54853, 120.52,  36.13,   54.00,  999.80,    25.10,     77.00,        0.00,    309.00,    3.50,   8200.00,    1006.20
56029,  96.96,  33.00, 3716.90,  648.70,    11.70,     89.00,        0.00,     63.00,    0.40,  30000.00,     996.50
57082, 113.01,  34.46,  427.10,  958.40,    23.50,     74.00,        0.00,    131.00,    1.30,  10900.00,    1006.90
57074, 112.40,  34.42,  252.20,  977.60,    22.20,     99.00,        0.00,    138.00,    1.20,   5600.00,    1006.60
53897, 114.34,  36.40,   87.40,  996.20,    23.20,     90.00,        0.00,    157.00,    0.60,   4300.00,    1006.40
56228,  96.84,  30.05, 3454.00,  669.20,    18.90,     42.00,        0.00,    201.00,    5.00,  30000.00,     987.70
56016,  95.62,  33.85, 4179.00,  613.70,     8.90,     83.00,        0.00,    217.00,    0.50,  30000.00,     993.00
53475, 112.47,  40.52, 1268.90,  868.50,    20.20,     81.00,        0.00,    149.00,    0.30,   9200.00,    1005.20
54603, 115.77,  38.71,   10.00, 1004.80,    25.50,     84.00,        0.00,    253.00,    2.20,   5500.00,    1006.10
57829, 107.80,  26.20,  963.20,  900.20,    23.00,     93.00,        0.00,    151.00,    3.40,   7800.00,    1004.70
50983, 132.88,  45.76,   98.10,  993.40,    20.90,     99.00,        0.00,    140.00,    0.90,   9400.00,    1005.00
54540, 119.20,  39.73,   17.60, 1002.50,    27.50,     69.00,        0.00,    125.00,    0.60,  12200.00,    1004.60
50750, 125.29,  47.90,  226.40,  977.60,    27.20,     67.00,        0.00,    224.00,    2.00,  19500.00,    1003.20
54703, 115.90,  37.79,   20.70, 1003.80,    25.00,     83.00,        0.00,    205.00,    1.60,   4400.00,    1006.30
58705, 115.42,  27.33,   85.70,  994.50,    30.30,     82.00,        0.00,     68.00,    0.90,   9500.00,    1004.20
52868, 101.37,  36.02, 2273.00,  771.90,    16.00,     76.00,        0.00,     99.00,    0.30,  16500.00,    1001.30
58306, 115.88,  31.68,   95.40,  995.50,    21.20,     99.00,        2.40,      6.00,    1.10,   4600.00,    1006.70
54234, 121.79,  42.72,  278.80,  973.80,    26.80,     64.00,        0.00,     37.00,    0.40,  18200.00,    1005.30
53864, 111.10,  36.40, 1030.60,  894.70,    16.40,     92.00,        0.00,    123.00,    2.40,   2900.00,    1008.30
54154, 124.30,  43.35,  160.20,  986.50,    24.80,     78.00,        0.00,    164.00,    1.60,  10700.00,    1004.80
54305, 115.27,  41.88, 1468.90,  849.10,    19.40,     72.00,        0.00,    150.00,    1.30,  10600.00,    1005.90
53693, 114.13,  38.03,  255.50,  977.10,    23.20,     92.00,        0.00,    248.00,    0.60,   2200.00,    1006.40
53545, 109.71,  39.56, 1367.00,  858.40,    23.40,     51.00,        0.00,    276.00,    1.70,  30000.00,    1002.90
58635, 118.20,  28.45,  150.00,  988.00,    28.10,     83.00,        0.00,     25.00,    1.70,   6900.00,    1005.00
51137,  83.07,  46.20,  721.40,  928.10,    17.70,     46.00,        0.00,    206.00,    3.10,  29900.00,    1008.50
59227, 107.13,  23.12,  454.20,  955.10,    27.00,     81.00,        0.00,    208.00,    2.20,  10200.00,    1005.40
57565, 111.73,  29.67,   38.10, 1001.40,    23.20,    100.00,        0.30,    357.00,    1.90,   3500.00,    1005.90
50431, 121.52,  50.78,  717.00,  924.00,    23.10,     62.00,        0.00,     77.00,    0.90,  23300.00,    1003.50
50958, 126.94,  45.53,  168.20,  985.00,    25.30,     71.00,        0.00,    147.00,    1.00,  30000.00,    1004.40
58620, 117.10,  29.02,   51.20,  998.40,    27.20,     99.00,        0.00,     57.00,    1.50,   1000.00,    1004.30
50964, 128.80,  45.83,  119.30,  990.60,    24.00,     84.00,        0.00,    141.00,    1.20,  18500.00,    1004.40
53469, 111.82,  40.40, 1166.70,  878.70,    23.20,     63.00,        0.00,    197.00,    2.50,  15600.00,    1003.50
50741, 123.50,  47.93,  185.20,  981.50,    28.70,     60.00,        0.00,    202.00,    0.60,  30000.00,    1002.40
53997, 114.20,  35.17,   70.60,  998.50,    23.50,     89.00,        0.00,    198.00,    1.80,  15300.00,    1006.80
54938, 118.42,  35.25,  124.00,  992.80,    24.10,     91.00,        0.00,    229.00,    1.00,   3300.00,    1007.20
56745,  99.95,  25.68, 1626.10,  834.20,    19.70,     95.00,        0.00,     84.00,    0.70,  21200.00,    1005.30
50928, 120.33,  45.07,  628.30,  933.60,    24.90,     68.00,        0.00,    288.00,    1.30,  30000.00,    1003.30
57179, 112.99,  33.28,  164.30,  988.20,    21.70,     96.00,        0.00, 999999.00,    0.10,   6200.00,    1007.30
53455, 110.53,  40.55,  998.60,  895.30,    22.90,     73.00,        0.00,     85.00,    2.10,  14500.00,    1003.30
53799, 115.00,  37.24,   25.90, 1003.10,    24.00,     92.00,        0.00,    217.00,    1.90,   2100.00,    1006.20
51469,  87.18,  43.45, 1930.00,  806.20,    12.00,     62.00,        0.00,    270.00,    1.50,  30000.00,    1010.20
59951, 110.33,  18.80,   39.90, 1002.40,    28.80,     82.00,        0.00,    222.00,    3.00,  30000.00,    1007.10
58008, 115.32,  34.49,   55.80, 1000.90,    22.00,     99.00,        0.00,    153.00,    0.70,   3100.00,    1007.50
58338, 118.60,  31.12,   40.00, 1001.20,    21.90,     98.00,        6.20,     61.00,    4.10,   4800.00,    1006.00
57907, 104.90,  25.08, 1299.60,  865.70,    22.30,     82.00,        0.00,    114.00,    1.10,  27200.00,    1003.50
53484, 113.15,  40.45, 1191.50,  876.50,    21.50,     69.00,        0.00,    187.00,    1.70,   9900.00,    1004.90
54714, 116.33,  37.35,   25.40, 1003.40,    25.30,     81.00,        0.00,    188.00,    1.90,   2500.00,    1006.50
53789, 114.63,  37.88,   52.90,  999.70,    25.40,     79.00,        0.00,    269.00,    0.80,   4800.00,    1005.90
58049, 119.80,  34.02,    4.10, 1006.50,    23.90,     88.00,        0.10,    230.00,    1.10,   7200.00,    1007.10
57673, 112.93,  28.73,   63.00,  997.50,    25.40,     94.00,        0.00,    326.00,    3.00,   5200.00,    1004.90
57866, 111.62,  26.23,  172.60,  985.60,    29.20,     75.00,        0.00,    169.00,    1.40,   8600.00,    1005.00
54755, 120.38,  37.33,  117.80,  992.10,    24.50,     80.00,        0.00,     77.00,    1.00,   3300.00,    1005.70
57098, 114.41,  34.08,   58.30, 1000.50,    23.60,     96.00,        0.00, 999999.00,    0.10,   6900.00,    1007.40
54208, 116.47,  42.19, 1245.40,  871.70,    19.40,     79.00,        0.00,    111.00,    0.70,  15900.00,    1006.10
54113, 118.63,  43.53,  688.80,  928.50,    21.80,     71.00,        0.00,    237.00,    3.20,  30000.00,    1005.00
54438, 118.88,  39.88,   65.00,  997.50,    23.50,     83.00,        0.00,    332.00,    0.50,  12600.00,    1005.10
57859, 110.63,  26.03,  408.40,  959.90,    25.20,     87.00,        0.00,     92.00,    0.90,   6100.00,    1005.60
58215, 116.78,  32.43,   25.70, 1004.20,    22.20,     99.00,        0.70,     49.00,    2.70,   2200.00,    1007.30
54913, 116.81,  35.80,   67.60,  999.20,    21.70,     99.00,        0.00,    114.00,    0.90,    200.00,    1007.20
54708, 115.73,  37.50,   23.60, 1003.60,    24.10,     87.00,        0.00,    191.00,    1.40,   3900.00,    1006.40
58409, 115.93,  30.10,   32.00, 1001.50,    23.80,     88.00,        0.00,     41.00,    3.80,   6900.00,    1005.40
58637, 117.98,  28.45,  118.20,  991.60,    27.90,     85.00,        0.00,     31.00,    1.50,   7500.00,    1005.00
53463, 111.57,  40.86, 1153.50,  880.30,    23.20,     59.00,        0.00,    148.00,    1.30,  22600.00,    1003.90
59493, 114.00,  22.54,   63.00,  999.50,    29.80,     77.00,        0.00,    215.00,    1.50,  30000.00,    1006.70
53991, 114.33,  35.92,   93.00,  995.30,    22.50,     97.00,        0.00,    195.00,    1.30,   2100.00,    1006.10
58619, 116.27,  27.90,   73.70,  996.10,    29.40,     86.00,        0.00,    144.00,    0.90,  10100.00,    1004.50
54705, 115.38,  37.37,   27.40, 1003.10,    23.40,    100.00,        0.00,    176.00,    1.30,   2400.00,    1006.40
58548, 119.48,  29.22,   50.20,  999.60,    26.80,     85.00,        0.00,    215.00,    1.20,   3000.00,    1005.50
53289, 113.83,  42.23, 1322.10,  862.90,    21.80,     60.00,        0.00,    162.00,    2.50,  24800.00,    1003.70
54425, 117.47,  40.40,  633.20,  935.40,    20.30,     86.00,        0.00, 999999.00,    0.20,  11600.00,    1006.50
50913, 118.83,  45.72,  865.00,  909.80,    22.50,     64.00,        0.00,    197.00,    1.20,  27300.00,    1004.40
53348, 109.13,  41.02, 1078.70,  886.00,    24.50,     56.00,        0.00,     20.00,    1.00,  30000.00,    1001.40
54419, 116.63,  40.37,   75.70,  996.60,    25.40,     65.00,        0.00, 999999.00,    0.10,  25600.00,    1005.40
57772, 112.51,  27.75,   86.90,  994.90,    27.40,     88.00,        0.00, 999999.00,    0.00,   4400.00,    1004.80
56489, 103.62,  28.24,  975.60,  895.60,    22.80,     90.00,        0.00,     96.00,    1.40,  27600.00,    1000.90
57865, 111.62,  26.50,  192.80,  983.20,    29.30,     75.00,        0.00,    232.00,    3.50,  23700.00,    1004.80
57882, 113.55,  26.79,  136.20,  989.30,    29.60,     77.00,        0.00,    120.00,    1.30,   8900.00,    1004.70
57086, 113.72,  34.38,  116.60,  993.40,    21.80,     97.00,        0.00,    193.00,    1.20,   2200.00,    1007.00
51076,  88.08,  47.73,  735.30,  926.50,    15.50,     79.00,        0.00,    320.00,    1.30,  30000.00,    1009.70
53883, 114.70,  37.13,   36.50, 1001.70,    24.60,     99.00,        0.00,    289.00,    0.80,   7200.00,    1006.00
53378, 112.62,  41.28, 1737.30,  821.90,    19.30,     72.00,        0.00,    229.00,    2.20,  14300.00,    1004.20
50727, 119.93,  47.17,  997.20,  895.90,    20.20,     62.00,        0.00,    325.00,    0.50,  21400.00,    1005.30
56946,  99.39,  23.53, 1144.10,  883.60,    20.70,    100.00,        0.00,     88.00,    1.30,    400.00,    1007.50
57902, 105.18,  25.43, 1378.50,  857.70,    22.20,     85.00,        0.10,    113.00,    1.20,  19600.00,    1003.50
54521, 116.99,  39.69,    9.40, 1004.10,    26.90,     77.00,        0.00,    270.00,    1.50,   4500.00,    1005.30
57806, 105.90,  26.25, 1431.10,  852.10,    21.60,     86.00,        0.00,    193.00,    2.00,  24800.00,    1003.20
56128,  96.60,  31.22, 3810.00,  642.70,    10.90,     84.00,        0.00, 999999.00,    0.00,  30000.00,     999.80
59635, 108.40,  21.67,   49.30, 1000.80,    29.30,     84.00,        0.00,    251.00,    3.60,  30000.00,    1006.50
53562, 111.66,  39.92, 1208.00,  874.00,    22.50,     62.00,        0.00,    175.00,    2.40,  20500.00,    1002.70
50548, 123.72,  49.20,  286.10,  970.30,    25.10,     61.00,        0.00,    173.00,    0.90,  30000.00,    1002.50
56748,  99.18,  25.12, 1652.20,  832.30,    20.20,     82.00,        0.00,    143.00,    1.30,  30000.00,    1006.00
57055, 110.13,  34.59,  342.10,  968.50,    22.60,     92.00,        0.00,     87.00,    1.70,   6000.00,    1007.60
57811, 106.60,  26.84, 1296.80,  864.70,    23.00,     81.00,        0.00,    195.00,    3.40,  20900.00,    1002.20
50879, 130.56,  46.23,  187.00,  982.70,    22.80,     86.00,        0.00,    171.00,    1.30,  17900.00,    1004.20
51156,  85.75,  46.82, 1322.10,  865.30,    12.60,     72.00,        0.00,    281.00,    1.00,  30000.00,    1010.00
57094, 114.22,  34.41,   67.40,  998.80,    22.00,     97.00,        0.00,    148.00,    1.20,   1600.00,    1006.70
58814, 116.35,  26.35,  280.20,  974.10,    28.90,     79.00,        0.00,     26.00,    0.40,  14600.00,    1005.50
54611, 115.32,  38.93,   44.80, 1000.60,    24.90,     86.00,        0.00,    220.00,    0.50,  12400.00,    1005.90
56645,  99.41,  26.44, 2344.90,  767.10,    16.80,     88.00,        0.00,    218.00,    0.80,  30000.00,    1004.90
53582, 113.66,  39.71, 1079.20,  888.40,    21.00,     74.00,        0.00,    327.00,    0.40,  18300.00,    1005.80
56755, 100.40,  25.39, 1711.70,  820.60,    20.10,     95.00,        0.00,     25.00,    0.90,  30000.00,     998.00
54925, 117.68,  35.50,  161.20,  988.60,    22.90,     95.00,        0.00,    184.00,    0.90,   2300.00,    1007.30
56772, 102.50,  25.23, 1692.70,  828.30,    20.50,     78.00,        0.00,      6.00,    1.60,  28900.00,    1005.00
54164, 125.28,  43.35,  248.10,  976.80,    23.90,     73.00,        0.00,    216.00,    0.70,  12600.00,    1005.20
54722, 117.63,  37.75,    6.80, 1005.60,    25.60,     78.00,        0.00,    257.00,    2.50,   3200.00,    1006.50
57760, 111.43,  27.70,  249.20,  976.40,    27.50,     89.00,        0.00,    303.00,    1.50,   3300.00,    1004.40
53481, 113.20,  40.81, 1284.40,  867.30,    19.90,     85.00,        0.00,     33.00,    1.30,   6700.00,    1005.70
59255, 110.42,  23.55,   83.00,  997.00,    29.10,     81.00,        0.00,    180.00,    1.70,   7900.00,    1006.50
53978, 112.63,  35.09,  140.10,  990.20,    23.20,     95.00,        0.00,    200.00,    1.20,   5700.00,    1006.50
54852, 120.72,  36.97,   41.60, 1001.10,    23.80,     83.00,        0.00,     86.00,    1.00,   3100.00,    1006.00
53392, 114.56,  41.86, 1434.50,  852.70,    18.70,     80.00,        0.00,    167.00,    1.40,   8000.00,    1006.20
50742, 124.48,  47.79,  162.70,  984.20,    28.90,     67.00,        0.00,    175.00,    1.30,  15300.00,    1002.60
52818,  94.91,  36.42, 2807.60,  723.40,    17.50,     42.00,        0.00,    288.00,    2.60,  30000.00,     994.90
54094, 129.67,  44.50,  305.70,  969.60,    23.60,     70.00,        0.00,    328.00,    0.40,  30000.00,    1004.40
53898, 114.14,  36.05,  194.80,  983.70,    23.00,     99.00,        0.00,    307.00,    0.40,   3600.00,    1006.10
59448, 109.55,  22.27,   69.60,  998.70,    29.30,     87.00,        0.00,    126.00,    1.50,   8700.00,    1006.70
53480, 113.07,  41.03, 1419.30,  853.80,    19.70,     72.00,        0.00,    144.00,    1.50,   9200.00,    1005.10
58104, 115.05,  33.40,   41.20, 1002.60,    23.30,     94.00,        0.00,    146.00,    0.70,   6700.00,    1007.50
57832, 108.67,  26.97,  626.90,  934.70,    25.70,     81.00,        0.00,    312.00,    1.00,  15900.00,    1003.40
58222, 117.55,  32.85,   24.60, 1003.90,    22.50,     94.00,        0.00,    132.00,    0.70,   5900.00,    1006.90
57734, 108.23,  27.57,  467.50,  950.60,    27.80,     75.00,        0.00,     16.00,    1.00,  14000.00,    1002.00
57731, 108.25,  27.93,  574.90,  939.30,    26.80,     81.00,        0.00,    182.00,    1.40,  22100.00,    1002.30
56966, 101.97,  23.63,  506.80,  948.90,    26.80,     70.00,        0.00,    106.00,    3.70,  30000.00,    1004.60
56533,  98.67,  27.75, 1583.30,  837.50,    19.60,    100.00,        0.00, 999999.00,    0.00,  30000.00,    1004.70
56498, 104.50,  28.15,  549.00,  940.40,    24.90,     98.00,        0.00,    242.00,    0.70,   8000.00,    1001.00
57637, 108.10,  28.25,  629.50,  933.30,    24.80,     94.00,        0.00, 999999.00,    0.10,   9200.00,    1002.50
57198, 114.56,  33.49,   44.60, 1001.80,    23.90,     84.00,        0.00,    216.00,    0.80,  11700.00,    1007.10
50971, 130.98,  45.84,  194.90,  982.10,    23.80,     84.00,        0.00,     83.00,    1.00,  21500.00,    1004.60
56881, 103.26,  24.75, 1695.80,  827.70,    18.40,     88.00,        0.00,    249.00,    1.10,  13000.00,    1005.60
50892, 133.99,  46.79,   54.40,  998.70,    20.20,     87.00,        0.00,    161.00,    1.50,  19500.00,    1005.20
50767, 127.10,  47.23,  202.70,  980.70,    25.50,     80.00,        0.00,    159.00,    0.60,  23100.00,    1004.00
59265, 111.30,  23.48,  114.80,  993.50,    29.10,     73.00,        0.00,    241.00,    2.40,   8200.00,    1006.50
51815,  77.27,  38.20, 1274.70,  868.20,    18.10,     73.00,        0.00,    183.00,    1.80,  12800.00,    1004.50
58208, 115.62,  32.17,   42.90, 1002.10,    21.50,     94.00,        4.60,     72.00,    0.90,   2900.00,    1007.20
57091, 114.29,  34.80,   73.70,  998.30,    21.60,     96.00,        0.00,    225.00,    2.10,   2600.00,    1007.00
57923, 107.87,  25.98,  447.80,  954.40,    26.30,     89.00,        0.00,     49.00,    0.40,  15400.00,    1004.00
56312,  94.33,  29.67, 2991.80,  709.60,    14.90,     86.00,        0.00,    193.00,    0.90,  30000.00,    1001.40
57063, 111.76,  34.75,  542.00,  945.80,    19.40,    100.00,        0.00,    242.00,    1.80,   7200.00,    1007.30
58116, 116.87,  34.03,   32.90, 1002.90,    24.40,     98.00,        0.00,     91.00,    1.00,   2800.00,    1006.80
50844, 123.45,  46.40,  138.80,  987.40,    28.10,     66.00,        0.00,    189.00,    2.00,  28900.00,    1003.20
54218, 118.83,  42.31,  668.60,  932.20,    24.10,     58.00,        0.00,    287.00,    1.60,  30000.00,    1006.10
57974, 112.37,  25.58,  214.50,  981.60,    29.90,     69.00,        0.00,    211.00,    1.90,  30000.00,    1005.60
50137, 122.38,  53.47,  296.00,  967.40,    22.00,     78.00,        0.00,    319.00,    2.00,  12600.00,    1000.90
57908, 105.48,  25.12, 1394.50,  856.60,    22.20,     80.00,        0.00,    212.00,    3.50,  30000.00,    1004.30
56739,  98.51,  24.98, 1695.90,  828.60,    18.10,     98.00,        0.00,    120.00,    0.60,   5500.00,    1008.10
54923, 117.95,  35.73,  286.50,  974.40,    21.50,     98.00,        0.00,    290.00,    1.50,    300.00,    1007.30
50603, 116.81,  48.68,  542.40,  939.40,    26.40,     55.00,        0.00,    120.00,    2.70,  30000.00,     998.90
57932, 108.52,  25.93,  285.70,  972.50,    26.90,     91.00,        0.00,    198.00,    0.90,  13200.00,    1004.50
